OBJECTID,BdVal,PctNum,BdName,ElectNo,ElectPct,Requests,Returns,PercentReturned,Party,ELECTDATE,ELECTTTL,ELECTTL2,SHAPE__Area,SHAPE__Length
587,0893,893.0,WEST WING,1389,0893,1570,835,0.531847,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,12046884.4960938,17022.8722650037
588,0750,750.0,SHEA,1389,0750,272,171,0.628676,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,939265.21875,3877.78632450255
589,0399,399.0,JACKRABBIT,1389,0399,1036,638,0.61583,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3647131.609375,9718.51033542399
590,0043,43.0,AVIANO,1389,0043,1252,830,0.662939,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5077642.1640625,9090.4203113171
591,0802,802.0,SUN VALLEY,1389,0802,284,247,0.869718,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,18728267.1523438,22693.6040836567
592,0227,227.0,DIXILETA,1389,0227,2453,1553,0.633102,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,9262900.23046875,14177.443124721
593,0057,57.0,BETHANY,1389,0057,519,380,0.732177,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4806519.78515625,11520.0707697625
594,0729,729.0,SANDIA,1389,0729,702,416,0.592592,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3292243.53515625,8664.05654508176
595,0286,286.0,FOLLEY,1389,0286,415,203,0.489156,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3587813.4453125,7705.2335377764
596,0392,392.0,INDEPENDENCE,1389,0392,590,301,0.510169,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5204136.12109375,9617.6720833372
597,0253,253.0,EL CARO,1389,0253,733,349,0.476125,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5586536.5546875,9656.8844780025
598,0042,42.0,AUGUSTA RANCH,1389,0042,1187,617,0.519797,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3713936.7890625,7714.80942316452
599,0865,865.0,VAN NESS,1389,0865,353,188,0.532577,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1890419.4453125,6864.80384432836
600,0053,53.0,BAYSHORE,1389,0053,1691,1029,0.608515,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,6997101.44140625,11607.8816611518
601,0622,622.0,PASEO,1389,0622,326,174,0.533742,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,14111964.5273438,20594.9880566544
602,0783,783.0,SPUR,1389,0783,1607,881,0.548226,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7438238.09375,11586.5720254151
603,0063,63.0,BLACK CANYON,1389,0063,453,245,0.540838,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3685896.9921875,7679.46448429779
604,0060,60.0,BILTMORE,1389,0060,815,585,0.717791,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4674737.37109375,10477.3404442484
605,0744,744.0,SEVILLE,1389,0744,2081,1244,0.597789,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,10199582.4375,15291.2788152803
606,0332,332.0,GRAYHAWK,1389,0332,984,646,0.656504,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,6048692.609375,11013.3167720952
607,0033,33.0,ARLINGTON,1389,0033,16,7,0.4375,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1969018824.39063,247770.945316145
608,0648,648.0,PIONEER,1389,0648,640,410,0.640625,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4421958.1953125,8772.50516092251
609,0354,354.0,HARRISON,1389,0354,127,48,0.377952,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,8317597.875,11507.478899097
610,0104,104.0,CAPITOL SCHOOL,1389,0104,66,21,0.318181,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1431588.59765625,5279.66437831565
611,0919,919.0,WILLOW CANYON,1389,0919,1306,728,0.557427,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,9356732.0703125,13595.2262686643
612,0765,765.0,SLEEPY RANCH,1389,0765,948,535,0.564345,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,35021268.40625,36233.9023687059
613,0407,407.0,JOY RANCH,1389,0407,63,35,0.555555,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1087042.95703125,5642.60291375911
614,0010,10.0,AIRLINE CANAL,1389,0010,802,405,0.504987,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,23155797.1054688,26428.7212184192
615,0415,415.0,KAIBAB,1389,0415,278,170,0.61151,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1808194.9609375,6456.19674156001
616,0715,715.0,SAGEBRUSH,1389,0715,2222,1214,0.546354,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,11081381.546875,15350.4252267482
617,0102,102.0,CANYON RIM,1389,0102,1190,612,0.514285,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7454292.64453125,11584.901755023
618,0001,1.0,ACACIA,1389,0001,454,226,0.497797,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1854502.76171875,5776.1617113256
619,0242,242.0,DUNBAR,1389,0242,251,62,0.247011,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5701170.34375,9840.59185413508
620,0147,147.0,COLONIA,1389,0147,1618,981,0.606304,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7292235.91796875,12186.7077494705
621,0799,799.0,SUN GROVES,1389,0799,1037,525,0.506268,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3725565.75390625,7721.02005627512
622,0277,277.0,FAIRWAY,1389,0277,405,238,0.587654,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3449203.6640625,10174.0992494302
623,0703,703.0,ROLLING HILLS,1389,0703,476,242,0.508403,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,10456983.6757813,17413.8400907258
624,0491,491.0,MARIPOSA,1389,0491,417,216,0.517985,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3805731.828125,7810.76201655069
625,0849,849.0,TRES RIOS,1389,0849,266,107,0.402255,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,8245864.625,12708.9677957727
626,0859,859.0,TWIN BUTTES,1389,0859,288,159,0.552083,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7417317.50390625,12476.1070587036
627,0228,228.0,DOBBINS RANCH,1389,0228,273,121,0.443223,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4738792.84765625,9535.732273366
628,0377,377.0,HOLIDAY PARK,1389,0377,351,171,0.487179,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,6351809.77734375,11478.701662512
629,0062,62.0,BISHOP,1389,0062,298,173,0.580536,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2478317.23046875,7276.24712455168
630,0149,149.0,COLT,1389,0149,244,137,0.561475,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3819999.15625,7827.86696679194
631,0829,829.0,TERRAVITA,1389,0829,2089,1617,0.774054,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,28565757.5976563,32620.6723890315
632,0250,250.0,EASTWING,1389,0250,853,459,0.5381,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7493704.0234375,11616.5321830184
633,0300,300.0,GARDEN GROVES,1389,0300,486,284,0.584362,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,8729356.1953125,15733.3146420084
634,0904,904.0,WHITEWING,1389,0904,1625,830,0.510769,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,11635979.6484375,16487.4717007359
635,0301,301.0,GARDENS,1389,0301,78,30,0.384615,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1885222.5390625,5825.53430389577
636,0276,276.0,FAIRVIEW,1389,0276,800,376,0.47,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3699834.96484375,7694.01842499691
637,0208,208.0,DESERT COVE,1389,0208,489,311,0.635991,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,10241645.96875,14739.8699966359
638,0108,108.0,CARLA VISTA,1389,0108,484,272,0.561983,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3790044.1328125,7789.02828800045
639,0069,69.0,BLUEBIRD,1389,0069,1253,667,0.532322,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5572404.2421875,9611.05114696073
640,0505,505.0,MCKEMY,1389,0505,827,501,0.605804,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,13430215.7929688,17337.0966924735
641,0838,838.0,TOLLESON,1389,0838,273,136,0.498168,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,22172553.09375,22964.4364406575
642,0352,352.0,HARQUAHALA,1389,0352,39,26,0.666666,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1884624944.32813,211187.370284999
643,0905,905.0,WHITTIER,1389,0905,123,60,0.487804,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1927634.0703125,5967.87805809825
644,0044,44.0,AVIATION,1389,0044,348,179,0.514367,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,16139361.8984375,17727.3066080913
645,0343,343.0,GUADALUPE,1389,0343,96,36,0.375,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2981195.6796875,8130.32488557156
646,0031,31.0,ARDMORE,1389,0031,555,313,0.563963,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,6184136.8125,12007.2235060001
647,0366,366.0,HIBISCUS,1389,0366,215,139,0.646511,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1519061.78125,5070.37204580699
648,0656,656.0,PORTER,1389,0656,775,385,0.496774,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2794396.7734375,6799.11027772029
